# timestamp_ns, tran_x, tran_y, tran_z, quat_x, quat_y, quat_z, quat_w, scale, fusion_quality, v3
1585225975589003008,-0.249836,0.137073,0.070475,0.003958,0.717722,-0.695972,0.021955,1.013313,2
1585225975622003200,-0.250100,0.137368,0.070434,0.003961,0.717722,-0.695972,0.021960,1.013313,2
1585225975688003328,-0.250064,0.137374,0.070541,0.003963,0.717724,-0.695970,0.021959,1.013313,2
1585225975721003520,-0.250130,0.137392,0.070514,0.003960,0.717724,-0.695970,0.021958,1.013313,2
1585225975754003456,-0.250576,0.138029,0.070638,0.003959,0.717721,-0.695973,0.021956,1.013313,2
1585225975787003648,-0.250180,0.137350,0.070421,0.003954,0.717723,-0.695971,0.021956,1.013313,2
1585225975820003584,-0.250044,0.137298,0.070446,0.003955,0.717719,-0.695975,0.021955,1.013313,2
1585225976315004928,-0.250211,0.137090,0.070388,0.003961,0.717729,-0.695965,0.021966,1.013313,2
1585225976480005376,-0.250335,0.137316,0.070255,0.004014,0.717599,-0.696097,0.022020,1.013313,2
1585225976579005440,-0.250463,0.137201,0.069605,0.004015,0.717246,-0.696460,0.022025,1.013313,2
1585225977008006400,-0.248054,0.075578,0.069139,0.003949,0.716385,-0.697355,0.021742,1.013313,2
1585225977140006912,-0.247425,0.031360,0.068873,0.004084,0.716031,-0.697716,0.021801,1.013313,2
1585225977305007104,-0.245786,-0.047736,0.070362,0.004063,0.715697,-0.698054,0.021938,1.013313,2
1585225977437007616,-0.242974,-0.131666,0.072388,0.004075,0.715506,-0.698250,0.021952,1.013313,2
1585225977569007872,-0.240171,-0.235704,0.074600,0.004130,0.715255,-0.698506,0.021966,1.013313,2
1585225977734008320,-0.235796,-0.398335,0.077663,0.004177,0.715026,-0.698742,0.021911,1.013313,2
1585225977998008832,-0.228048,-0.736010,0.084447,0.004415,0.714617,-0.699185,0.021052,1.013313,2
1585225978262009600,-0.233395,-1.162729,0.092905,0.006276,0.714660,-0.699187,0.018956,1.013313,2
1585225978592010240,-0.231560,-1.818136,0.104490,0.009969,0.714524,-0.699337,0.016837,1.013313,2
1585225978889010944,-0.230274,-2.512878,0.117250,0.011462,0.714146,-0.699753,0.014526,1.013313,2
1585225979120011520,-0.227617,-3.116649,0.132306,0.011210,0.713286,-0.700681,0.012015,1.013313,2
1585225979384012288,-0.225112,-3.861764,0.150406,0.010956,0.712488,-0.701541,0.008975,1.013313,2
1585225979615012864,-0.225421,-4.573213,0.166325,0.011167,0.711308,-0.702757,0.007014,1.013313,2
1585225979846013184,-0.233551,-5.346232,0.187476,0.011483,0.710284,-0.703803,0.005083,1.013313,2
1585225980044013824,-0.224004,-6.020486,0.207205,0.009803,0.710187,-0.703944,0.001142,1.013313,2
1585225980275014400,-0.225636,-6.858112,0.237270,0.008443,0.709268,-0.704886,-0.001775,1.013313,2
1585225980473014784,-0.234329,-7.612752,0.264065,0.007675,0.708362,-0.705807,-0.001029,1.013313,2
1585225980671015168,-0.235059,-8.418558,0.290671,0.004885,0.708549,-0.705643,0.001774,1.013313,2
1585225980869015808,-0.203948,-9.238348,0.319610,-0.003097,0.708341,-0.705845,0.005149,1.013313,2
1585225981067016192,-0.153023,-10.132456,0.355312,-0.013358,0.709387,-0.704579,0.012614,1.013313,2
1585225981265016576,-0.076667,-11.069673,0.382063,-0.024747,0.709828,-0.703476,0.025551,1.013313,2
1585225981430017024,0.025455,-11.910899,0.402259,-0.035952,0.711597,-0.700671,0.037390,1.013313,2
1585225981595017472,0.162336,-12.758997,0.418291,-0.049036,0.715456,-0.695181,0.049414,1.013313,2
1585225981727017728,0.309280,-13.475679,0.430746,-0.061185,0.717081,-0.691793,0.058947,1.013313,2
1585225981859017984,0.486794,-14.189417,0.435024,-0.075289,0.717788,-0.688809,0.068221,1.013313,2
1585225981991018496,0.684922,-14.947403,0.435207,-0.088009,0.717114,-0.686525,0.081764,1.013313,2
